Date : 2025-01-07 11:07:53
Directory : c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion
Total : 2536 files,  610187 codes, 19157 comments, 21748 blanks, all 651092 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\FestivalMusica_FIN\src\scss\base\_normalize.scss             | SCSS               |        146 |        129 |         74 |        349 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\FestivalMusica_FIN\src\scss\base\_variables.scss             | SCSS               |         11 |          3 |          2 |         16 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\FestivalMusica_FIN\src\scss\layout\_boletos.scss             | SCSS               |         58 |          0 |          8 |         66 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\FestivalMusica_FIN\src\scss\layout\_festival.scss            | SCSS               |         24 |          0 |          4 |         28 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\FestivalMusica_FIN\src\scss\layout\_footer.scss              | SCSS               |         10 |          0 |          1 |         11 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\FestivalMusica_FIN\src\scss\layout\_galeria.scss             | SCSS               |         50 |          0 |          9 |         59 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\FestivalMusica_FIN\src\scss\layout\_header.scss              | SCSS               |         48 |          0 |          8 |         56 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\FestivalMusica_FIN\src\scss\layout\_index.scss               | SCSS               |          7 |          0 |          0 |          7 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\FestivalMusica_FIN\src\scss\layout\_lineup.scss              | SCSS               |         65 |          0 |          7 |         72 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\FestivalMusica_FIN\src\scss\layout\_video.scss               | SCSS               |         42 |          0 |          5 |         47 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\._gulpfile.js                    | JavaScript         |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\._index.html                     | HTML               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\._package.json                   | JSON               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\build\css\._app.css              | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\build\js\._app.js                | JavaScript         |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\js\._app.js                  | JavaScript         |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\._app.scss              | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\base\.__globales.scss   | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\base\.__index.scss      | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\base\.__mixins.scss     | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\base\.__normalize.scss  | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\base\.__variables.scss  | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\layout\.__boletos.scss  | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\layout\.__festival.scss | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\layout\.__footer.scss   | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\layout\.__galeria.scss  | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\layout\.__header.scss   | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\layout\.__index.scss    | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\layout\.__lineup.scss   | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FestivalMusica_FIN\__MACOSX\FestivalMusica_FIN\src\scss\layout\.__video.scss    | SCSS               |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FrontEndStore_fin.zip                                                           | Zip                |      9,999 |          0 |         74 |     10,073 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FrontEndStore_fin\FrontEndStore_fin\css\normalize.css                           | CSS                |        146 |        129 |         74 |        349 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FrontEndStore_fin\FrontEndStore_fin\css\style.css                               | CSS                |        199 |         10 |         16 |        225 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FrontEndStore_fin\FrontEndStore_fin\index.html                                  | HTML               |        158 |          0 |          6 |        164 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FrontEndStore_fin\FrontEndStore_fin\nosotros.html                               | HTML               |         61 |          0 |         11 |         72 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\FrontEndStore_fin\FrontEndStore_fin\producto.html                               | HTML               |         44 |          0 |          7 |         51 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO.zip                                                   | Zip                |        436 |          0 |          2 |        438 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\css\style.css               | CSS                |         31 |          0 |          2 |         33 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\empleados.json              | JSON               |         24 |          0 |          0 |         24 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\index.html                  | HTML               |         20 |         33 |          6 |         59 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\01.js                    | JavaScript         |         12 |          4 |         11 |         27 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\02.js                    | JavaScript         |         11 |          4 |         10 |         25 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\03.js                    | JavaScript         |         11 |          4 |         10 |         25 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\04.js                    | JavaScript         |         11 |          4 |          5 |         20 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\05.js                    | JavaScript         |         10 |          1 |          4 |         15 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\06.js                    | JavaScript         |         12 |          1 |          3 |         16 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\07.js                    | JavaScript         |          6 |          4 |         11 |         21 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\08.js                    | JavaScript         |          4 |          2 |          3 |          9 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\09.js                    | JavaScript         |          4 |          1 |          3 |          8 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\10.js                    | JavaScript         |          8 |          7 |          4 |         19 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\11.js                    | JavaScript         |          8 |          7 |          5 |         20 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\12.js                    | JavaScript         |          9 |          2 |          4 |         15 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\13.js                    | JavaScript         |         12 |          0 |          3 |         15 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\14.js                    | JavaScript         |          7 |         17 |         17 |         41 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\15.js                    | JavaScript         |         30 |          6 |         13 |         49 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\16.js                    | JavaScript         |          8 |          2 |          7 |         17 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\17.js                    | JavaScript         |          4 |          0 |          2 |          6 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\18.js                    | JavaScript         |         11 |          0 |          2 |         13 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\19.js                    | JavaScript         |         13 |          5 |         10 |         28 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\20.js                    | JavaScript         |         22 |          1 |          3 |         26 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\21.js                    | JavaScript         |         26 |          6 |         21 |         53 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\22.js                    | JavaScript         |          8 |         13 |          8 |         29 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\23.js                    | JavaScript         |         15 |          0 |          1 |         16 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\24.js                    | JavaScript         |         18 |         18 |         17 |         53 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\25.js                    | JavaScript         |         13 |          2 |          3 |         18 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\26.js                    | JavaScript         |         20 |          1 |          2 |         23 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\27.js                    | JavaScript         |         24 |          4 |          9 |         37 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\28.js                    | JavaScript         |         23 |          2 |          7 |         32 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\29.js                    | JavaScript         |          9 |          0 |          4 |         13 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\30.js                    | JavaScript         |         11 |          4 |          4 |         19 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\31.js                    | JavaScript         |         11 |          0 |          5 |         16 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\32.js                    | JavaScript         |         26 |          5 |         11 |         42 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\33.js                    | JavaScript         |          7 |          7 |          4 |         18 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\IntroduccionJS-FINALIZADO\js\scripts.js               | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionJS-FINALIZADO\desktop.ini                                           | Ini                |          6 |          0 |          1 |          7 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionPHP_fin\IntroduccionPHP_fin\01-hola-mundo.php                       | PHP                |          9 |          0 |         11 |         20 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionPHP_fin\IntroduccionPHP_fin\02-variables.php                        | PHP                |         12 |          0 |          9 |         21 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Proyectos Descargados Finalizados\IntroduccionPHP_fin\IntroduccionPHP_fin\03-tipos-dato.php                       | PHP                |         12 |          4 |          7 |         23 |
