Date : 2025-01-07 11:07:53
Directory : c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion
Total : 1056 files,  469073 codes, 10318 comments, 13182 blanks, all 492573 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| 11_Java\workspace DropBoxClase2017\.metadata\.plugins\org.eclipse.m2e.logback                                                                                                                                                                               |          2 |         39 |          0 |          6 |         45 |
| 11_Java\workspace DropBoxClase2017\.metadata\.plugins\org.eclipse.pde.core                                                                                                                                                                                  |          1 |          0 |          2 |          1 |          3 |
| 11_Java\workspace DropBoxClase2017\.metadata\.plugins\org.eclipse.pde.core\.cache                                                                                                                                                                           |          1 |          0 |          2 |          1 |          3 |
| 11_Java\workspace DropBoxClase2017\.metadata\.plugins\org.eclipse.tips.ide                                                                                                                                                                                  |          1 |          3 |          0 |          1 |          4 |
| 11_Java\workspace DropBoxClase2017\.metadata\.plugins\org.eclipse.ui.ide                                                                                                                                                                                    |          1 |         25 |          0 |          1 |         26 |
| 11_Java\workspace DropBoxClase2017\.metadata\.plugins\org.eclipse.ui.workbench                                                                                                                                                                              |          2 |         27 |          0 |          1 |         28 |
| 11_Java\workspace DropBoxClase2017\Clases2024                                                                                                                                                                                                               |          2 |         38 |         15 |          8 |         61 |
| 11_Java\workspace DropBoxClase2017\Clases2024\src                                                                                                                                                                                                           |          2 |         38 |         15 |          8 |         61 |
| 11_Java\workspace DropBoxClase2017\Condicionales                                                                                                                                                                                                            |         17 |        277 |        200 |        136 |        613 |
| 11_Java\workspace DropBoxClase2017\Condicionales\src                                                                                                                                                                                                        |         17 |        277 |        200 |        136 |        613 |
| 11_Java\workspace DropBoxClase2017\Condicionales\src\Bucles                                                                                                                                                                                                 |         17 |        277 |        200 |        136 |        613 |
| 11_Java\workspace DropBoxClase2017\Hola Mundo                                                                                                                                                                                                               |          1 |          5 |         11 |          6 |         22 |
| 11_Java\workspace DropBoxClase2017\Hola Mundo\src                                                                                                                                                                                                           |          1 |          5 |         11 |          6 |         22 |
| 11_Java\workspace DropBoxClase2017\ProyectoPrueba                                                                                                                                                                                                           |          1 |         32 |          3 |          5 |         40 |
| 11_Java\workspace DropBoxClase2017\ProyectoPrueba\src                                                                                                                                                                                                       |          1 |         32 |          3 |          5 |         40 |
| 11_Java\workspace DropBoxClase2017\ProyectoRamon                                                                                                                                                                                                            |          1 |         49 |          2 |         24 |         75 |
| 11_Java\workspace DropBoxClase2017\ProyectoRamon\src                                                                                                                                                                                                        |          1 |         49 |          2 |         24 |         75 |
| 11_Java\workspace DropBoxClase2017\ProyectoRamon\src\InterfazGrafica                                                                                                                                                                                        |          1 |         49 |          2 |         24 |         75 |
| 11_Java\workspace DropBoxClase2017\Proyecto_Juego                                                                                                                                                                                                           |          2 |         94 |         39 |         23 |        156 |
| 11_Java\workspace DropBoxClase2017\Proyecto_Juego\src                                                                                                                                                                                                       |          2 |         94 |         39 |         23 |        156 |
| 11_Java\workspace DropBoxClase2017\Proyecto_Juego\src\Juego_de_Sumas                                                                                                                                                                                        |          2 |         94 |         39 |         23 |        156 |
| 11_Java\workspace DropBoxClase2017\Rasberry                                                                                                                                                                                                                 |          6 |        347 |         45 |        114 |        506 |
| 11_Java\workspace DropBoxClase2017\Rasberry\src                                                                                                                                                                                                             |          6 |        347 |         45 |        114 |        506 |
| 11_Java\workspace DropBoxClase2017\Rasberry\src\practicas                                                                                                                                                                                                   |          6 |        347 |         45 |        114 |        506 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades                                                                                                                                                                                             |        117 |      2,928 |      1,438 |      1,129 |      5,495 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src                                                                                                                                                                                         |        117 |      2,928 |      1,438 |      1,129 |      5,495 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\Array_II                                                                                                                                                                                |         19 |        647 |        408 |        233 |      1,288 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\Arrays_I                                                                                                                                                                                |          6 |        112 |         95 |         48 |        255 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\Condicionales                                                                                                                                                                           |         24 |        632 |        299 |        245 |      1,176 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\Condicionales2                                                                                                                                                                          |         12 |        249 |        173 |        128 |        550 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\Ejercicio1T5PersonaconMetodoMostrar                                                                                                                                                     |          3 |         77 |         32 |         19 |        128 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\EjercicioBucles                                                                                                                                                                         |          1 |         24 |         19 |          9 |         52 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\Examen                                                                                                                                                                                  |          2 |         69 |         25 |         29 |        123 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\PDF_Teoria_Condicionales                                                                                                                                                                |          2 |         50 |         33 |         23 |        106 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\RepasoEntregaBucles                                                                                                                                                                     |          4 |        124 |         74 |         53 |        251 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\Simulador                                                                                                                                                                               |          6 |        131 |          9 |         58 |        198 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\TEMA7EjerciciosDeAlgoritmosRecursivos                                                                                                                                                   |         33 |        675 |        216 |        229 |      1,120 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\Unidad4                                                                                                                                                                                 |          1 |         53 |          6 |         18 |         77 |
| 11_Java\workspace DropBoxClase2017\Repaso_de_Todas_las_unidades\src\Unidad5Metodos                                                                                                                                                                          |          4 |         85 |         49 |         37 |        171 |
| 11_Java\workspace DropBoxClase2017\TEMA 3 Tipo de Datos Compuestos                                                                                                                                                                                          |          3 |         94 |         20 |         32 |        146 |
| 11_Java\workspace DropBoxClase2017\TEMA 3 Tipo de Datos Compuestos\src                                                                                                                                                                                      |          3 |         94 |         20 |         32 |        146 |
| 11_Java\workspace DropBoxClase2017\TEMA 3 Tipo de Datos Compuestos\src\RepasoExamenRecuperacionU2                                                                                                                                                           |          3 |         94 |         20 |         32 |        146 |
| 11_Java\workspace DropBoxClase2017\TEMA1 Variables                                                                                                                                                                                                          |         21 |        238 |        304 |        197 |        739 |
| 11_Java\workspace DropBoxClase2017\TEMA1 Variables\src                                                                                                                                                                                                      |         21 |        238 |        304 |        197 |        739 |
| 11_Java\workspace DropBoxClase2017\TEMA10 Base de Datos                                                                                                                                                                                                     |          5 |        244 |         68 |         97 |        409 |
| 11_Java\workspace DropBoxClase2017\TEMA10 Base de Datos\src                                                                                                                                                                                                 |          5 |        244 |         68 |         97 |        409 |
| 11_Java\workspace DropBoxClase2017\TEMA10 Base de Datos\src\Ejemplos                                                                                                                                                                                        |          5 |        244 |         68 |         97 |        409 |
| 11_Java\workspace DropBoxClase2017\TEMA2 Condicionales                                                                                                                                                                                                      |         84 |      1,989 |      1,339 |        902 |      4,230 |
| 11_Java\workspace DropBoxClase2017\TEMA2 Condicionales\src                                                                                                                                                                                                  |         84 |      1,989 |      1,339 |        902 |      4,230 |
| 11_Java\workspace DropBoxClase2017\TEMA2 Condicionales\src\Break_y_Concinue                                                                                                                                                                                 |          2 |         51 |         33 |         27 |        111 |
| 11_Java\workspace DropBoxClase2017\TEMA2 Condicionales\src\BuclesDoWhile                                                                                                                                                                                    |          9 |        164 |        166 |        108 |        438 |
| 11_Java\workspace DropBoxClase2017\TEMA2 Condicionales\src\BuclesWhile                                                                                                                                                                                      |         18 |        288 |        258 |        143 |        689 |
| 11_Java\workspace DropBoxClase2017\TEMA2 Condicionales\src\Bucles_For                                                                                                                                                                                       |          9 |        150 |        151 |         99 |        400 |
| 11_Java\workspace DropBoxClase2017\TEMA2 Condicionales\src\Control_Errores                                                                                                                                                                                  |          2 |         43 |         30 |         16 |         89 |
| 11_Java\workspace DropBoxClase2017\TEMA2 Condicionales\src\EjerciciosEntregaUnidad2BuclesI_II_III                                                                                                                                                           |         20 |        646 |        352 |        279 |      1,277 |
| 11_Java\workspace DropBoxClase2017\TEMA2 Condicionales\src\Operador_Ternario                                                                                                                                                                                |          5 |         68 |         90 |         48 |        206 |
| 11_Java\workspace DropBoxClase2017\TEMA2 Condicionales\src\Switch                                                                                                                                                                                           |          5 |        241 |         63 |         53 |        357 |
| 11_Java\workspace DropBoxClase2017\TEMA2 Condicionales\src\elseIf                                                                                                                                                                                           |         14 |        338 |        196 |        129 |        663 |
| 11_Java\workspace DropBoxClase2017\TEMA3 Tipo de Datos Compuestos_Arrays                                                                                                                                                                                    |         73 |      1,814 |      1,232 |        777 |      3,823 |
| 11_Java\workspace DropBoxClase2017\TEMA3 Tipo de Datos Compuestos_Arrays\src                                                                                                                                                                                |         73 |      1,814 |      1,232 |        777 |      3,823 |
| 11_Java\workspace DropBoxClase2017\TEMA3 Tipo de Datos Compuestos_Arrays\src\Arrays_BidimencionalesPDFII                                                                                                                                                    |         11 |        378 |        225 |        155 |        758 |
| 11_Java\workspace DropBoxClase2017\TEMA3 Tipo de Datos Compuestos_Arrays\src\Arrays_SimplesEjemplos                                                                                                                                                         |         22 |        406 |        321 |        224 |        951 |
| 11_Java\workspace DropBoxClase2017\TEMA3 Tipo de Datos Compuestos_Arrays\src\Arrays_SimplesEjercicios                                                                                                                                                       |         18 |        376 |        281 |        150 |        807 |
| 11_Java\workspace DropBoxClase2017\TEMA3 Tipo de Datos Compuestos_Arrays\src\Arrays_SimplesEjerciciosPDFII                                                                                                                                                  |         22 |        654 |        405 |        248 |      1,307 |
| 11_Java\workspace DropBoxClase2017\TEMA4 Programacion Modular                                                                                                                                                                                               |         34 |        909 |        403 |        375 |      1,687 |
| 11_Java\workspace DropBoxClase2017\TEMA4 Programacion Modular\src                                                                                                                                                                                           |         34 |        909 |        403 |        375 |      1,687 |
| 11_Java\workspace DropBoxClase2017\TEMA4 Programacion Modular\src\EjemplosMetodos                                                                                                                                                                           |         10 |        160 |        112 |         60 |        332 |
| 11_Java\workspace DropBoxClase2017\TEMA4 Programacion Modular\src\EjerciciosMetodos                                                                                                                                                                         |         14 |        476 |        255 |        162 |        893 |
| 11_Java\workspace DropBoxClase2017\TEMA4 Programacion Modular\src\RepsoRecuperacion2doTrimestre                                                                                                                                                             |         10 |        273 |         36 |        153 |        462 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Autores y Libros Repaso Recuperacion                                                                                                                                                                               |          3 |        114 |          4 |         35 |        153 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Autores y Libros Repaso Recuperacion\src                                                                                                                                                                           |          3 |        114 |          4 |         35 |        153 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Autores y Libros Repaso Recuperacion\src\biblioteca                                                                                                                                                                |          2 |         80 |          0 |         24 |        104 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Autores y Libros Repaso Recuperacion\src\inicio                                                                                                                                                                    |          1 |         34 |          4 |         11 |         49 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases                                                                                                                                                                                               |         39 |        961 |        251 |        382 |      1,594 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\bin                                                                                                                                                                                           |          2 |         26 |          0 |          2 |         28 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\bin\Ejemplo16                                                                                                                                                                                 |          2 |         26 |          0 |          2 |         28 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\bin\Ejemplo16\Aplicaciones                                                                                                                                                                    |          2 |         26 |          0 |          2 |         28 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\bin\Ejemplo16\Aplicaciones\drawio                                                                                                                                                             |          2 |         26 |          0 |          2 |         28 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src                                                                                                                                                                                           |         37 |        935 |        251 |        380 |      1,566 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo10                                                                                                                                                                                 |          2 |         41 |         10 |         17 |         68 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo11                                                                                                                                                                                 |          2 |         53 |          9 |         21 |         83 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo12Atributos                                                                                                                                                                        |          2 |         51 |         15 |         24 |         90 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo13                                                                                                                                                                                 |          2 |         79 |         14 |         33 |        126 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo14                                                                                                                                                                                 |          2 |         65 |         11 |         28 |        104 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo15                                                                                                                                                                                 |          2 |         83 |          9 |         30 |        122 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo16                                                                                                                                                                                 |          2 |         26 |          0 |          2 |         28 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo16\Aplicaciones                                                                                                                                                                    |          2 |         26 |          0 |          2 |         28 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo16\Aplicaciones\drawio                                                                                                                                                             |          2 |         26 |          0 |          2 |         28 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo17                                                                                                                                                                                 |          2 |         83 |         15 |         34 |        132 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo1Persona                                                                                                                                                                           |          3 |         55 |         34 |         25 |        114 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo2Punto                                                                                                                                                                             |          2 |         49 |          2 |         17 |         68 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo3Circulo                                                                                                                                                                           |          2 |         30 |          2 |         11 |         43 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo4Rectangulo                                                                                                                                                                        |          2 |         48 |          2 |         15 |         65 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo5Punto_I                                                                                                                                                                           |          2 |         49 |         10 |         20 |         79 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo6Circulo_I                                                                                                                                                                         |          2 |         10 |         22 |         10 |         42 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo7Rectangulo_I                                                                                                                                                                      |          2 |         31 |         23 |         17 |         71 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo8Persona_I                                                                                                                                                                         |          2 |         51 |         15 |         23 |         89 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejemplo9Punto_II                                                                                                                                                                          |          2 |         47 |         13 |         22 |         82 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Desarrollo de Clases\src\Ejercicios                                                                                                                                                                                |          2 |         84 |         45 |         31 |        160 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1                                                                                                                                                                                                         |          2 |          8 |         20 |         11 |         39 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1 CilindroRepasoExamenRecuperacionU2                                                                                                                                                                      |          2 |         62 |          3 |         26 |         91 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1 CilindroRepasoExamenRecuperacionU2\src                                                                                                                                                                  |          2 |         62 |          3 |         26 |         91 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1 CilindroRepasoExamenRecuperacionU2\src\geometria                                                                                                                                                        |          1 |         37 |          1 |         14 |         52 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1 CilindroRepasoExamenRecuperacionU2\src\inicio                                                                                                                                                           |          1 |         25 |          2 |         12 |         39 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1 Repaso Cilindro                                                                                                                                                                                         |          2 |         80 |         47 |         34 |        161 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1 Repaso Cilindro\src                                                                                                                                                                                     |          2 |         80 |         47 |         34 |        161 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1 Repaso Cilindro\src\Geometria                                                                                                                                                                           |          1 |         56 |         15 |         24 |         95 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1 Repaso Cilindro\src\Inicio                                                                                                                                                                              |          1 |         24 |         32 |         10 |         66 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 10 Electrodomesticos                                                                                                                                                                                      |          4 |        169 |          4 |         46 |        219 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 10 Electrodomesticos\src                                                                                                                                                                                  |          4 |        169 |          4 |         46 |        219 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1\src                                                                                                                                                                                                     |          2 |          8 |         20 |         11 |         39 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1\src\Geometria                                                                                                                                                                                           |          1 |          3 |         10 |          5 |         18 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 1\src\Inicio                                                                                                                                                                                              |          1 |          5 |         10 |          6 |         21 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 2                                                                                                                                                                                                         |          2 |         56 |         39 |         30 |        125 |
| 11_Java\workspace DropBoxClase2017\TEMA5 Proyecto 2 Repaso ConversorMB,Jul,ATM,KM,MLL                                                                                                                                                                       |          2 |         98 |         71 |         37 |        206 |
